respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Responde una de estas tres preguntas, la que prefieras responder:1. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar sobre tu futuro.2. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente positiva o negativamente.3. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya hecho pensar en que cosas se pueden mejorar en tu institución.Describe la situación, y lo que pasó.Comparte tu experiencia / tu ejemplo aquí:",La historia que contaste te genera...,¿Con que frecuencia sucede tu historia? ,¿Con que temas esta relacionada tu historia? ,Mi experiencia produjo...,"Pensando en la experiencia que compartí, me enfoqué en:",En mi experiencia los estudiantes aprenden a través de...,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de: ,Las decisiones fueron influenciadas por…,Mi papel como maestro fue ,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes se les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Tipo de Institución,En que trayectoria enseña,Género,Edad,Nivel Educativo
12522065877,402064447,2021-03-25 06:52:54,2021-03-25 07:05:03,181.54.0.101,,,,,Sí,VALLE DEL CAUCA,INSTITUCION EDUCATIVA ISAIAS GAMBOA,"la situaciòn es los niños que no tienen conectividad y deben esperar que el vecino les comparta su conexión, da mucha tristeza ver estas situaciones, porque está en evidencia la desigualdad social educativa, sobre todo en esta pandemia.  ",Tristeza,Con frecuencia,Tecnologías y herramientas digitales,Resultados negativos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Buenas bases para la compresión de futuros aprendizajes,Experimentar y crear,La IE y la secretaría,Ayudar a estudiantes a alcanzar sus objetivos,9,9,15,Oficial,Básica Secundaria,Mujer,50 a 59 años,Licenciado
12522036814,402064447,2021-03-25 06:54:09,2021-03-25 06:58:18,190.99.230.249,,,,,Sí,VALLE DEL CAUCA,,"En dialogo con los estudiantes ellos manifiestan carencia de amor, de  acompañamiento falta de afecto y por tal motivo, se ven en la n3cesidad de buscar otros vínculos afectivos,  aveces  nonsienfo los mejores. ",Tristeza,Con frecuencia,Mi relación con los estudiantes,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Maestros y rectores,Dar soporte emocional a los estudiantes,71,58,52,Oficial,Media,Hombre,40 a 49 años,Magister
12521313782,402064447,2021-03-25 00:46:02,2021-03-25 01:08:00,190.66.232.197,,,,,No,VALLE DEL CAUCA,Institución Educativa Isaías Gamboa,"En esta institución, soy un docente que vengo trasladado  del departamento de Nariño a laborar con la secretaria de educación de Cali; y en la institución educativa Isaías Gamboa llevo aproximadamente 2 los que he laborado de manera ininterrumpida por las causas que ya todos conócenos; pero, en el poco tiempo que llevo en esta institución me he dado cuenta  que la rectora le brinda a los docentes el espació y la oportunidad para que ésto tengan capacitacines en diversas áreas del conocimiento. Considero , que esto es inmensamente positivo para brindar una educación de calidad. ",Motivación,Con frecuencia,Trabajo en equipo,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Experimentar y crear,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,Maestros y rectores,Ayudar a estudiantes a alcanzar sus objetivos,0,0,0,Oficial,Básica Secundaria,Hombre,60 a 69 años,Especialista
12520496629,402064447,2021-03-24 16:49:14,2021-03-24 17:18:11,186.168.139.174,,,,,Sí,VALLE DEL CAUCA,I E Santa Librada de Cali,"Ahora en contexto de pandemia, 2021, en la entrega del PAE a las familias de nuestros estudiantes ha ocurrido que en la entrega del mencionado apoyo algunos funcionarios de los operadores se ha apreciado como entorpecen y dificultan la toma de ese apoyo por diversas razones, a los padres. En las escuelas afortunadamente los profesores logran en gran medida corregir los abusos e injusticias que algunos funcionarios insensibles, o aviones..., pretenden.",Rabia,Con frecuencia,Mi relación con los padres de familia,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Aplicar lo aprendido,Comprensión del mundo que los rodea,Aplicar lo aprendido en cosas concretas,Maestros y rectores,Ayudar a estudiantes a alcanzar sus objetivos,32,7,11,Oficial,En todas,Hombre,60 a 69 años,Especialista
12520434424,402064447,2021-03-24 16:36:40,2021-03-24 16:49:47,186.168.121.105,,,,,No,VALLE DEL CAUCA,Carmen Vargas,"El consumo de drogas es una problemática permanente en la institución, es claro que falta crear espacios de reflexión y de acción alrededor de esta problemática que está afectando a la población y al imagen de nuestra institución. En una ocasión denuncié un caso muy sonado en la institución de un estudiante que estaba vendiendo drogas y estaba afectando notablemente al grupo y a otros; pero la respuesta de un directivo fue que había hablado con la madre del estduainte y que ella se había comprometido a que su hijo no vendería más en el colegio, pero que ese era el negocio con el que subsistía su familia. Para resumir, el estudiante siguió vendiendo y decía abiertamente que no podían  comprobarle nada. ",Impotencia,Con frecuencia,Trabajo en equipo,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Maestros y rectores,Dar soporte emocional a los estudiantes,13,23,15,Oficial,Media,Mujer,40 a 49 años,Magister
12520310580,402064447,2021-03-24 15:52:12,2021-03-25 07:41:22,186.81.100.241,,,,,Sí,VALLE DEL CAUCA,IE ISAÍAS GAMBOA,"En la institución educativa se presentan situaciones que evidencian que los estudiantes requieren apoyo en la construcción de habilidades sociales para tener una mejor relación consigo mismos, con los otros, con la naturaleza y con el saber.",Motivación,Con frecuencia,Trabajo en equipo,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Aplicar lo aprendido en cosas concretas,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,0,71,1,Oficial,Básica Secundaria,Mujer,50 a 59 años,Licenciado
12519931450,402064447,2021-03-24 13:48:53,2021-03-24 14:02:03,131.108.168.254,,,,,Sí,VALLE DEL CAUCA,Isaias Gamboa,"2. Me impacto que se trabajará en equipo, en unas áreas afines atendiendo, sobre todo las necesidades de los estudiantes y el momento que se estaba viviendo a causa de la pande",Motivación,Con frecuencia,Trabajo en equipo,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Aplicar lo aprendido en cosas concretas,Maestros y rectores,Dar soporte emocional a los estudiantes,83,65,78,,,,,
12519555638,402064447,2021-03-24 11:06:21,2021-03-24 12:21:48,186.144.9.33,,,,,Sí,VALLE DEL CAUCA,SANTA LIBRADA,"La relacion de los padres de familia hacia la docente,cuando  se hace una observacion acerca de su hijo o hija,actuando de una manera inadecuada,faltando al respeto.es necesario que juntos,maestros y padres de familia,encuentren mejores formas de trato hacia los niños y maestras.la docente puede promover reuniones en donde algunos especialistas hablen sobre las caracteristicas del niño y los padres despejen sus dudas y construyan alternativas de solucion para mejorar su relacion con ellos y apoyen el trabajo escolar con ellos para una sana convivencia ",Motivación,De vez en cuando,Trabajo en equipo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Buenas bases para la compresión de futuros aprendizajes,Reflexionar y comprender,Estudiantes y padres,Dar soporte emocional a los estudiantes,100,100,100,Oficial,Preescolar,Mujer,60 a 69 años,Especialista
12519450847,402064447,2021-03-24 11:29:01,2021-03-24 11:41:27,152.231.24.200,,,,,Sí,VALLE DEL CAUCA,Santa Librada ,La dedicación de todos los miembros de la comunidad educativa.El compromiso para orientar los procesos escolares ,Motivación,Con frecuencia,Trabajo en equipo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Comprensión del mundo que los rodea,Experimentar y crear,Maestros y rectores,Abrir nuevos mundos para los estudiantes,38,51,75,Oficial,Básica Primaria,Hombre,50 a 59 años,Licenciado
12519382211,402064447,2021-03-24 11:18:43,2021-03-24 11:27:30,191.156.4.139,,,,,Sí,VALLE DEL CAUCA,Colegio Santa librada,3.43109E+11,Alegría,Con frecuencia,Mi aporte a la humanidad y al mundo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Aplicar lo aprendido,Habilidades prácticas para la vida para una futura empleabilidad,Reflexionar y comprender,La IE y la secretaría,Dar soporte emocional a los estudiantes,100,98,100,Oficial,Básica Primaria,Hombre,50 a 59 años,Licenciado
12519353636,402064447,2021-03-24 11:07:37,2021-03-24 11:14:04,186.168.149.184,,,,,Sí,VALLE DEL CAUCA,IEO de SANTA LIBRADA,"EXISTEN MUCHOS JOVENES EN Situación difícil (económica, social, familiar, psicologica, etc) y se propone crear una estructura para generar beneficios a la comunidad educativa ",Motivación,Con frecuencia,Liderazgo,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Experimentar y crear,Maestros y rectores,Abrir nuevos mundos para los estudiantes,0,63,56,Oficial,Media,Hombre,50 a 59 años,Magister
12519296535,402064447,2021-03-24 10:48:09,2021-03-24 10:58:58,186.168.154.91,,,,,Sí,VALLE DEL CAUCA,I.E. de Santa Librada,"Tuve un estudiante que siempre fue muy alegre, participaba en todo, le gustaba jugar futbol; nos dimos cuenta que empezó a fumar marihuana cuando tenía 14 años y aunque se inició la ruta, el chico sigo consumiendo, se salió de estudiar, y un día me lo encontré en la calle oliendo boxer, tenía la nariz muy lastimada, sucio y en situación de calle. Sentí que todos habíamos fallado: la familia, la escuela, el estado. Sentí que debíamos trabajar mucho más manejo de emociones, comunicación asertiva en la escuela, en la familia. ",Tristeza,Con frecuencia,Mi relación con los estudiantes,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,0,94,1,Oficial,En más de una,Mujer,50 a 59 años,Especialista
12518560501,402064447,2021-03-24 07:02:54,2021-03-24 07:28:45,186.83.152.128,,,,,Sí,VALLE DEL CAUCA,Institución Educativa Isaías Gamboa,"En los últimos años, la cantidad de estudiantes de la sede el Aguacatal creció y se ha mantenido, esto genera una sensación de satisfacción como equipo de trabajo ya que la deserción escolar de comienzo de año es mínima, pero nos ha traído un problema a los docentes del área de educación física, ya que el espacio para trabajar con los muchachos es muy reducido debido a que solo cuenta con una cancha múltiple. Varias veces a la semana nos vemos en la necesidad de compartir espacios entre dos o tres grupos lo que genera incomodidad entre los grupos que coinciden en la clase al mismo tiempo, también cabe anotar que los períodos de descanso eren diferentes para algunos grados y los y las estudiantes les gusta ir en descanso a la cancha a jugar, pero se encontraron con que no podían porque en ese momento estábamos en clase, lo que me parece injusto, pues parte del descanso para algunos ellos es practicar algún deporte. En esta sede hay espacios que se pueden acondicionar para solucionar esta situación, pero requieren de inversiones altas, ya que son terrenos en desnivel o con escombros de edificaciones pasadas y acondicionarlos sería bastante costoso. ",Tristeza,Con frecuencia,La forma como los estudiantes aprenden,Resultados negativos,Estimular el aprendizaje y transmitir prácticas,Experimentar y crear,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,La IE y la secretaría,Abrir nuevos mundos para los estudiantes,50,50,50,Oficial,Media,Hombre,50 a 59 años,Licenciado
12516994509,402064447,2021-03-23 18:03:41,2021-03-23 18:12:04,190.157.56.43,,,,,No,VALLE DEL CAUCA,Isaías Gamboa,"En pleno siglo XXI y en el contexto de la pandemia, se hace indispensable pensar en la conectividad y el acceso a las TIC por parte de nuestros estudiantes, no es posible que muchos aún no cuenten con un dispositivo electrónico, internet para acceder a los procesos de aprendizaje o que cuando volvamos a las aulas de clase no todos los salones tengan como mínimo un video beam y conectividad adecuada. La alfabetización digital es indispensable para generar procesos pedagógicos donde los únicos beneficiados son nuestros estudiantes. El aprendizaje basado en proyectos como metodología sólo será eficaz si contamos con los recursos suficientes y necesarios.",Impotencia,Con frecuencia,Tecnologías y herramientas digitales,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Reflexionar y comprender,Comprensión del mundo que los rodea,Experimentar y crear,Estudiantes y padres,Ayudar a estudiantes a alcanzar sus objetivos,50,61,68,Oficial,Básica Secundaria,Mujer,30 a 39 años,Licenciado
12515644553,402064447,2021-03-23 10:35:30,2021-03-23 10:49:07,190.1.207.40,,,,,Sí,VALLE DEL CAUCA,Institución educativa Isaías Gamboa,1.Observé a una madre de familia que le hacia un reclamo a una docente de forma grosera y muy alterada. Esto fue debido a que se le envió un llamado de atención al niño por escrito en la agenda y la mamá no lo aceptó y reaccionó de esa forma.,Tristeza,Con frecuencia,Mi relación con los padres de familia,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Comprensión del mundo que los rodea,Experimentar y crear,Maestros y rectores,Abrir nuevos mundos para los estudiantes,22,48,41,Oficial,Preescolar,Mujer,30 a 39 años,Especialista
12515434319,402064447,2021-03-23 09:46:52,2021-03-23 09:53:41,191.95.50.205,,,,,Sí,VALLE DEL CAUCA,Isaías Gamboa ,"La situación impactante es que hoy martes 23 de marzo varios estudiantes reportan que por fuertes aguaceros, hoy amanecieron sin casa y sin dormir. Viven en zona de ladera. ",Impotencia,De vez en cuando,El cuidado del medio ambiente,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Aplicar lo aprendido,Comprensión del mundo que los rodea,Aplicar lo aprendido en cosas concretas,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,46,95,29,Oficial,Básica Secundaria,Mujer,50 a 59 años,Especialista
12515327372,402064447,2021-03-23 09:14:06,2021-03-23 09:22:30,201.185.11.170,,,,,Sí,VALLE DEL CAUCA,Isaías Gamboa,"El 13 de marzo del año 2020, nos comunicaron que entrabamos en cuarentena. La situación se volvió preocupante. En mi caso no sabía cómo iba a continuar con la educación de los estudiantes. Me tuve que reinventar, actualizar y tomar decisiones en conjunto para poder dar una enseñanza de calidad, como siempre hemos hecho",Motivación,Casi nunca,Tecnologías y herramientas digitales,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Buenas bases para la compresión de futuros aprendizajes,Reflexionar y comprender,La IE y la secretaría,Abrir nuevos mundos para los estudiantes,22,43,23,Oficial,Básica Secundaria,Hombre,50 a 59 años,Especialista
12506705690,402064447,2021-03-19 14:20:05,2021-03-19 14:34:06,186.81.102.186,,,,,Sí,VALLE DEL CAUCA,Isaías Gamboa José Celestino Mutis,"1   una estudiante  estaba muy indispuesta ese día y  estaba en la sala de profesores se quejaba qiqcle doliacla cabeza pide permiso para entrar al baño y como notamos que se demoraba mucho al ver qué pasaba la niña se había desmayado y estaba como recostada en el lavamanos después lo que ocurre es el corre corre pues estábamos asustados y si no se hubiera actuado rápido los resultados hubieran sido muy graves,esto me impacto pues la niña era como si volviera a nacer le tocó volver a iniciar con proceso de aprender a leer teniendo en cuenta que la niña ya estaba en quinto creo ,esto me impacto pues me enseñó que debemos estar dispuestos a enfrentar los cambios que nos ocurren en la vida y adaptarnos a  nuestras situaciones",Motivación,Casi nunca,Mi relación con los estudiantes,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Maestros y rectores,Dar soporte emocional a los estudiantes,29,70,67,Oficial,Básica Primaria,Mujer,50 a 59 años,Especialista
12505648182,402064447,2021-03-19 08:19:05,2021-03-19 08:34:51,181.62.52.128,,,,,Sí,VALLE DEL CAUCA,ISAIAS GAMBOA SEDES ALEJANDRO CABAL ,"Observo que los estudiantes  tienen dificultades el manejo  de habilidades del pensamiento, que les facilite la comprensión  de textos",Motivación,Con frecuencia,La forma como los estudiantes aprenden,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Experimentar y crear,Buenas bases para la compresión de futuros aprendizajes,Aplicar lo aprendido en cosas concretas,Estudiantes y padres,Dar soporte emocional a los estudiantes,2,1,2,Oficial,En todas,Hombre,60 a 69 años,Especialista
12505644291,402064447,2021-03-19 08:13:42,2021-03-19 08:32:47,181.54.0.153,,,,,Sí,VALLE DEL CAUCA,Isaías Gamboa sede Inmaculada,"El momento en que inicio el covid y todos debimos quedarnos en casa sin saber que pasaria despues y como podriamos seguir teniendo contacto con las familias y nuestros niños ,la incertidumbre de que pasara pero gracias a Dios esta situacion me invito a reinventar estrategias y buscar alternativas para salir adelante de la mejor manera.     en casa ",Orgullo/Satisfacción,Casi nunca,Creatividad e Innovación,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,Maestros y rectores,Ayudar a estudiantes a alcanzar sus objetivos,14,10,9,Oficial,Preescolar,Mujer,40 a 49 años,Especialista
12505637520,402064447,2021-03-19 08:14:15,2021-03-19 08:40:26,190.90.24.134,,,,,Sí,VALLE DEL CAUCA,ISAIAS GAMBOA,"Cuando se inician proyectos y se realiza el trabajo con toda la motivación y disposición, cuando se ven los frutos y para los directivos no significa nada porque no ejercen el apoyo necesario para concretar los procesos  uno reflexiona acerca de el por qué  pasan éstas situaciones.  ¿Lo estamos haciendo mal? o no vale la pena el ejercicio o simplemente no tiene el nivel de importancia necesario para ser tenido en cuenta dentro del presupuesto de la institución. Bien por los estudiantes y los padres y por el ejercicio activo del docente, pero queda el interrogante.",Tristeza,Con frecuencia,Trabajo en equipo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,Maestros y rectores,Dar soporte emocional a los estudiantes,35,53,10,Oficial,Básica Primaria,Mujer,50 a 59 años,Magister
12505629997,402064447,2021-03-19 08:14:13,2021-03-19 08:28:19,191.106.173.177,,,,,Sí,VALLE DEL CAUCA,Isaías Gamboa Sede José Celestino Mutis,"El inicio de este año escolar nos ha estado nuevamente a mejorar constantemente. Mi historia comienza con la propuesta de realizar al inicio del año el diagnóstico individualmente a cada estudiante, en ese proceso, un niño tenía dificultades de conectividad y no podía realizar la prueba por la videollamada, entonces le dije que debíamos esperar otro día que solucionara esa situación. Sin embargo, el niño me envía mensajes y audios llorando, diciéndome que si no la hace la mamá le pega, entonces me ví enfrentada a un reto nuevo para realizar bien la actividad académica, pero también entender las emociones y situación del estudiante.",Motivación,Casi nunca,Mi relación con los estudiantes,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Ayudar a estudiantes a alcanzar sus objetivos,50,25,7,Oficial,Básica Primaria,Mujer,40 a 49 años,Profesional no Licenciado
12505629433,402064447,2021-03-19 08:14:08,2021-03-19 08:28:45,190.66.77.229,,,,,Sí,VALLE DEL CAUCA,Isaías Gamboa,"Recuerdo la gran angustia que viví al enfermarse una niña del grado 4o. Presentaba un dolor de cabeza que se atribuía al calor intenso, pues se le estaban haciendo reestructuras físicas a la sede. La niña terminó con cirugía en la cabeza. Se debe mejorar la ruta de atención.en estos casos",Tristeza,De vez en cuando,Trabajo en equipo,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Aplicar lo aprendido,Buenas bases para la compresión de futuros aprendizajes,Experimentar y crear,La IE y la secretaría,Dar soporte emocional a los estudiantes,17,35,2,Oficial,Básica Primaria,Mujer,50 a 59 años,Especialista
12505628599,402064447,2021-03-19 08:16:56,2021-03-19 08:27:41,161.18.93.34,,,,,Sí,VALLE DEL CAUCA,Isaias Gamboa- Alejandro Cabal ,3 la situación generada por la pandemia nos ha permitido descubrir o mejor dicho reafirmar el gran potencial que tenemos como maestros y que el trabajo en equipo es una gran herramienta para mejorar las practicas educativas ,Motivación,Casi nunca,Trabajo en equipo,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Experimentar y crear,Buenas bases para la compresión de futuros aprendizajes,Experimentar y crear,Maestros y rectores,Ayudar a estudiantes a alcanzar sus objetivos,48,24,49,Oficial,Básica Primaria,Mujer,30 a 39 años,Magister
12505628085,402064447,2021-03-19 08:13:57,2021-03-19 08:29:21,181.62.53.101,,,,,Sí,VALLE DEL CAUCA,isaias gamboa (cabal pombo),"fue una situacion positiva la creacion de habuescuela como un lugar donde se transversalizo todas las areas , donde la escuela se convierte en laboratorio de vida , donde vemos los procesos de semilas d evida , dodne la produccion textual es clave , donde el trabajo en equipo fue importante , y sobre todo la sana convivinecia entre la ecologia humana y el medio ambiente fue imprtante ",Alegría,Con frecuencia,Trabajo en equipo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Comprensión del mundo que los rodea,Experimentar y crear,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,0,0,0,Oficial,Básica Primaria,Hombre,60 a 69 años,Licenciado
12505627559,402064447,2021-03-19 08:15:34,2021-03-19 08:27:18,181.62.53.152,,,,,Sí,VALLE DEL CAUCA,ISAÍAS GAMBOA SEDE ISAÍAS GAMBOA,3. la situaciónque estamos viviendo por pandemia me hizo pensar sobre la importancia de las Habilidades socioemocionales tanto en los estudiantes como en sus familias y en nosotros los docentes para obtener mejores resultados académicos.,Motivación,Con frecuencia,Trabajo en equipo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Habilidades prácticas para la vida para una futura empleabilidad,,Maestros y rectores,Dar soporte emocional a los estudiantes,56,51,30,Oficial,Básica Primaria,Mujer,50 a 59 años,Magister
12505623430,402064447,2021-03-19 08:13:50,2021-03-19 08:25:48,181.50.102.50,,,,,Sí,VALLE DEL CAUCA,Isaias,En la sede se tenia una familia numerosa en la cual uno de los hijos al parecer se aprovechaba de jovenes y tambien de dos ee sus hermanas menores.El padre estaba en la carcel por dejar en embarazo a su hija mayor y por otras cosas.Tambien su madre estuvo en la carcel pero ya salio hace creo 4 o 5 años.Este joven hace 2 años fue encontrado asesinado con multiples heridas al parecer consecuencia de arreglo de cuentas por hacer daño a mujeres.,Tristeza,Casi nunca,Mi relación con los estudiantes,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Dar soporte emocional a los estudiantes,7,2,4,Oficial,Básica Primaria,Mujer,40 a 49 años,Magister
12502934370,402064447,2021-03-18 11:41:51,2021-03-18 11:55:03,181.60.70.10,,,,,Sí,VALLE DEL CAUCA,IE de Santa Librada Sede Republica de  México,2.La educacion asistida con la tecnologia es muy bueno nos permite aprender  y hacer clases intractivas. Pero el que no tenga los medios para acceder pues su avance no va a ser igual al de los demás,Impotencia,Con frecuencia,Tecnologías y herramientas digitales,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Experimentar y crear,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,La IE y la secretaría,Abrir nuevos mundos para los estudiantes,2,3,3,No oficial,Básica Primaria,Mujer,50 a 59 años,Especialista
12502904384,402064447,2021-03-18 08:03:17,2021-03-18 11:46:55,186.81.103.50,,,,,Sí,VALLE DEL CAUCA,Santa Librada,Prueba ,Alegría,De vez en cuando,Liderazgo,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Reflexionar y comprender,Habilidades prácticas para la vida para una futura empleabilidad,Experimentar y crear,Maestros y rectores,Ayudar a estudiantes a alcanzar sus objetivos,58,25,28,Oficial,Básica Primaria,Mujer,30 a 39 años,Magister
12502896983,402064447,2021-03-18 11:36:08,2021-03-18 11:43:05,181.62.52.54,,,,,Sí,VALLE DEL CAUCA,Santa Librada sede Eustaquio Palacios,Fortalecer la identidad cultural de los estudiantes en el contexto de ciudad  ya que muchas veces no reconocen sus usos y costumbres porque sus padres no las prácticas en sus vidas cotidianas muchos ,Motivación,Con frecuencia,Mi relación con los estudiantes,Resultados interesantes,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Dar soporte emocional a los estudiantes,51,51,54,Oficial,Básica Primaria,Mujer,50 a 59 años,Licenciado
12502891995,402064447,2021-03-18 11:19:11,2021-03-18 11:42:26,179.12.173.0,,,,,Sí,VALLE DEL CAUCA,Ie.Santa Librada,"Ptegunta #2.La situación que me impacto fue conocer el largo camino que tenían que recorrer los estudiantes que provienen de la zona de las laderas para llegar a la sede. Comprendí  porque cuando llovía demasido el camino se hacia más difíci, por ello fataban a clases. El esfurzo tan grande que hacían para ir a estudiar. Despues de dalir de clase la caminata tan larga bajo el sol para regresar a su casa.  ",Motivación,Con frecuencia,Mi aporte a la humanidad y al mundo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Dar soporte emocional a los estudiantes,70,100,18,Oficial,Básica Primaria,Mujer,40 a 49 años,Licenciado
12502891331,402064447,2021-03-18 11:18:27,2021-03-18 11:41:19,186.168.81.67,,,,,Sí,VALLE DEL CAUCA,De Santa Librada," Hay diferentes practicas de aula entre ellas algunas que generan violencia, los discursos de algunos docentes reflejan prejuicios por etnia, raza, diversidad sexual, atendiendo estos casos desde la coordinación, me generó tristeza e impotencia, por tanto, para crear ambientes de aprendizaje y convivencia considero que se debe trabajar la diferencia como un valor, como una oportunidad de crecimiento y no como formas de jerarquias. Creo que una apuesta intercultural, reconocimiento de diferentes lenguas maternas y nativas puede crear tanto en estudiantes como el resto de la comunidad educativa otras formas de vinculo y reconocimiento social",Impotencia,Con frecuencia,Mi aporte a la humanidad y al mundo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Experimentar y crear,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,70,50,14,Oficial,Básica Primaria,Mujer,30 a 39 años,Magister
12502891086,402064447,2021-03-18 11:30:16,2021-03-18 11:42:23,181.62.176.107,,,,,Sí,VALLE DEL CAUCA,Santa. Librada. Sede Luis Carlos Peña,"Me ha impactado mucho la situación que están viviendo alguno de mis estudiantes venezolanos, que tienen madres muy jóvenes. Por ejemplo, una de mis madres tiene tres hijos y la mayor cumplió 7 años, bienestar familiar se las quitó por no tener buen trato con ellos. Esto me impacto de manera negativa porque así hay varias madres en esta situación. uno de mis estudiantes venezolanos",Impotencia,De vez en cuando,Mi aporte a la humanidad y al mundo,Resultados mixtos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Comprensión del mundo que los rodea,Reflexionar y comprender,Estudiantes y padres,Dar soporte emocional a los estudiantes,0,0,0,Oficial,Básica Primaria,Mujer,50 a 59 años,Magister
12502877823,402064447,2021-03-18 11:18:26,2021-03-18 14:54:10,186.116.237.90,,,,,Sí,VALLE DEL CAUCA,Santa Librada sede Santiago de Cali,"2. Cuéntanos una situación que haya sucedido en tu institución educativa que te haya impactado particularmente positiva o negativamente. Escogí el punto número 2. El cambio de la sede República de México a la sede Santiago de Cali, me beneficio porque pude conocer de cerca las necesidades apremiantes de los estudiantes y sus familias y verificar que ambas comunidades se ubican en el mismo barrio pero tienen necesidades distintas.",Motivación,Con frecuencia,Mi aporte a la humanidad y al mundo,Resultados positivos,El desarrollo socioemocional de mis estudiantes,Reflexionar y comprender,Habilidades prácticas para la vida para una futura empleabilidad,Aplicar lo aprendido en cosas concretas,Estudiantes y padres,Dar soporte emocional a los estudiantes,76,50,41,Oficial,Básica Primaria,Mujer,50 a 59 años,Magister
