respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12599954661,402650228,2021-04-23 09:57:05,2021-04-23 10:05:33,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,Cuando empezó la panadería me confundí mucho pero la profe nos enseño clases muy divertidas para que no nos sintiéramos tan confundidos y pudiéramos aprender un poco mas,Somos unos guerreros,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Rara vez,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12599954462,402650228,2021-04-23 09:57:27,2021-04-23 10:24:08,186.87.41.134,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Aprender matemáticas,La mejor materia,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,10,100,34,Satisfacción/orgullo,Con frecuencia,Lo que hago en las horas de clase,6,11 a 13 años,Bachiller,Mujer
12599954008,402650228,2021-04-23 09:52:09,2021-04-23 10:05:10,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Castellano  porque  la profesora  nos enseña  a leer y lo de los cuentos ,La materia  que me gusta ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,26,17,93,Felicidad,Con frecuencia,Lo que hago en las horas de clase,5,8 a 10 años,No se,Mujer
12599953632,402650228,2021-04-23 09:54:05,2021-04-23 10:04:52,190.121.138.237,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusta mucho las clases de actividades de manualidades me gustó mucho la clase de manualidad que tuve que elaborar un prendimiento me han gustado mucho y el año pasado aprendí mucho de las aves puesto grave un vídeo que me dejó muchas enseñanzas me encanta mi colegio mis profesores me siento muy bien,Me gusta mucho estudiar,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,60,100,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,5,8 a 10 años,Técnico,Hombre
12599953474,402650228,2021-04-23 09:52:48,2021-04-23 10:05:10,190.108.77.62,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,"esta clase me encanto  por que pude pintar con acuerelas lo cual me gusta mucho, me gusto poder dibujar a mi gusto :)",las acuarelas ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,1,48,100,Felicidad,No se,Innovación / creatividad,6,11 a 13 años,Bachiller,Mujer
12599952721,402650228,2021-04-23 09:52:03,2021-04-23 10:04:41,190.121.139.4,,,,,No,VALLE DEL CAUCA,Santa Teresita,te confundió,Me confundio con  algo  en matematicas  en  orientacion consetual,Lo que me confundio matematicas,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,48,89,100,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,No se,Otro
12599951830,402650228,2021-04-23 09:52:50,2021-04-23 10:08:07,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,me gusto la clace,la mejor clace,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,28,58,100,Felicidad,Una vez,Cómo resolver conflictos,,,,
12599951566,402650228,2021-04-23 09:51:05,2021-04-23 10:05:56,204.199.90.207,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,ami me pasó que en la clase de ingles nos dieron grupos de de tres nos hicieron una pregunta de inglés  la teníamos en el cuaderno  no recordamos que la teníamos en el cuaderno y todos la perdimos ,Por descuidados,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,5,Rabia,Una vez,Lo que hago en las horas de clase,6,11 a 13 años,Bachiller,Hombre
12599951467,402650228,2021-04-23 09:51:09,2021-04-23 10:05:21,190.121.138.237,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Mi experiencia fue fantastica por q me llevo a un mundo de fantasia lo cual me llevo a leer mas y divertirme mas,#me encanta leer,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,50,Felicidad,Todo el tiempo,Innovación / creatividad,6,11 a 13 años,Universitario,Hombre
12599950675,402650228,2021-04-23 09:51:35,2021-04-23 10:04:34,204.199.86.106,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,cuando en ingles me enseñaron muchas cosas nuevas entonces quise aprender mucho mas sobre ingles ya que me llamo la atención porque es un idioma muy importante ,lo que me impulso a aprender ingles,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,57,85,Felicidad,Con frecuencia,Ninguna de las anteriores,6,11 a 13 años,No se,Mujer
12599950390,402650228,2021-04-23 09:51:54,2021-04-23 10:06:51,181.52.172.167,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Un día que estaba en la clases de inglés el profe explico  algo y no entendí y estaba con todos mis compañeros me dió ganas de  aprender mas,El día que me dió ganas de aprender mas,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Una vez,La forma como los profesores me evalúan,6,11 a 13 años,No se,Mujer
12599950164,402650228,2021-04-23 09:51:07,2021-04-23 10:04:48,186.81.193.240,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo, Ami me gustó cuando la profesora nos puso hacer una actividad con cartulina,Artistica,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Una vez,El trabajo en equipo,6,11 a 13 años,Bachiller,Hombre
12599949750,402650228,2021-04-23 09:51:17,2021-04-23 10:04:12,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,APRENDI LOS NUMEROS DECIMALES ,LA MEJOR CLASE ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,1,10,Esperanza,Una vez,Cómo resolver conflictos,6,11 a 13 años,Bachiller,Mujer
12599949487,402650228,2021-04-23 09:53:19,2021-04-23 10:06:16,190.147.183.133,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,Aprender ,Aprender mucho mejor ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,30,30,30,Felicidad,Todo el tiempo,Cómo resolver conflictos,6,17 a 19 años,Bachiller,Hombre
12599948596,402650228,2021-04-23 09:51:33,2021-04-23 10:04:42,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,La mejor clase fue de inglés  es porque nos ponen videos para en tender y eso me gusta entiendo muy bien ,Mi clase preferida ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,19,100,Felicidad,Con frecuencia,Cómo resolver conflictos,6,11 a 13 años,Bachiller,Mujer
12599948415,402650228,2021-04-23 09:51:11,2021-04-23 10:04:00,190.108.77.19,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,Voy a hablar sobre la clase de  educacion fisica que me confundio mucho porque el profesor puso un juego nuevo y no entendia porque era muy raro?? y me puso mala nota porque lo hise mal??y desde hay me confundi,El juego en la cabeza,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,33,Esperanza,No se,La forma cómo los profesores enseñan,6,8 a 10 años,No se,Hombre
12599948203,402650228,2021-04-23 09:51:16,2021-04-23 10:03:40,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,este año estamos iniciando quimica y me da mucha curiosidad esta materia y los experimentos,curiosidad por la quimica,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,38,33,50,Felicidad,Rara vez,Innovación / creatividad,6,8 a 10 años,Bachiller,Hombre
12599948177,402650228,2021-04-23 09:56:50,2021-04-23 10:03:28,181.118.148.5,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Lo que pasa esque tenía dos proyectos para el mismo día los proyectos eran de tenologia y afrocolombianos se estos dos me tomaron mucho tiempo y además era mi primer proyecto mis padres me ayudaron estos proyectos me ayudaron y insentivaron a aprender más de estas materias,Los proyectos de mi vida ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,9,100,100,Angustia/Miedo,Rara vez,Innovación / creatividad,6,11 a 13 años,Bachiller,Hombre
12599947829,402650228,2021-04-23 09:52:48,2021-04-23 10:03:21,201.219.246.67,,,,,No,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Pues una clase que yo tu ve con un amigo que no sabía que Aser porque estaba muy confundido con todas las preguntas,La clase más confundida que tú ve,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,1,100,100,Esperanza,Una vez,El trabajo en equipo,5,8 a 10 años,No se,Hombre
12599947674,402650228,2021-04-23 09:51:07,2021-04-23 10:03:41,204.199.90.207,,,,,No,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,En matemáticas mi profe nos dejó una tarea pero yo no pude responde y después aprendí más y quise Aser más ,La tarea de matemáticas,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,0,0,no está seguro,Una vez,Ninguna de las anteriores,5,8 a 10 años,No se,Mujer
12599947353,402650228,2021-04-23 09:51:42,2021-04-23 10:03:20,181.129.173.146,,,,,No,CAUCA,Santa Teresita,te enseñó algo nuevo,Por que aprendi  algonuevo,Aprendisage,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,88,18,18,Felicidad,Todo el tiempo,El trabajo en equipo,6,11 a 13 años,No se,Mujer
12599946570,402650228,2021-04-23 09:54:21,2021-04-23 10:03:12,186.86.91.65,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,"  Un día el profe nos enseñó un baile no se como se dice un baile del chocó o algo así, un baile en el que los hombres en una fila y las mujeres en otra fila en el cual empezamos a bailar y a todos nos encantó y todos los viernes sacábamos un espacio de 1 hora y siempre bailabamos para una izada de bandera pero nunca pudimos bailar en la izada de bandera por que se había terminado el año pero salimos bien contentos con aprender mas. ",El día que la clase me encantó ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,20,100,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,Bachiller,Hombre
12599946308,402650228,2021-04-23 09:51:55,2021-04-23 10:03:34,204.199.86.106,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,el dia 23 del mes 4 del año 2021 una profesora nueva llamada laura saraza es muy amable y tiene una voz muy linda me enseño a hacer este formulario fue muy divertido y se va a quedar con nosotros hasta las 10:30 es una profesora genial me parecio increible nos explica bien las cosas y siempre la veo con una sonrisa otra historia tambien cuando conoci al profesor carlos arce me parecio muy amable y en las clases de ingles siempre nos explica bien es muy chevere que el sea mi profe  ,la mejor profe que e tenido,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,0,0,1,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,6,8 a 10 años,Bachiller,Mujer
12599946198,402650228,2021-04-23 09:54:55,2021-04-23 10:03:15,204.199.86.106,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,me gusta ingles por que uno puede aprender a hablar que no es nuestro idioma,me gusta aprender ingles,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasaba antes,Entendernos y darnos soporte emocional,68,76,26,Felicidad,Todo el tiempo,El trabajo en equipo,5,11 a 13 años,No se,Hombre
12599945823,402650228,2021-04-23 09:51:28,2021-04-23 10:03:38,186.0.63.110,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,"en clase de catedra afro he debido investigar muchísimo sobre ese tema, ya que soy matemático.",#aprendiendoafrocolombianidad,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,100,Felicidad,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,6,más de 19 años,Postgrado,Hombre
12599945547,402650228,2021-04-23 09:51:07,2021-04-23 10:10:42,186.146.249.70,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,Un dia me enferme y no fui a la escuela por una semana cuando porfin pude asistir no sabia que hacer ya que lo que estaban haciendo yo no lo entendia porque cuando empesaron a hacerlo yo no hacisti haci que no supe que hacer ese dia ,El dia que no entendi nada ,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,51,95,no está seguro,No se,Lo que hago en las horas de clase,6,11 a 13 años,No se,Mujer
12599945434,402650228,2021-04-23 09:51:10,2021-04-23 10:03:12,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,megusta de matematicas nos pones aser  divisiones  y lo que no megusta  ingels,megusta  matematicas y no megusta ingels,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,0,Felicidad,No se,La forma como los profesores me evalúan,6,11 a 13 años,Bachiller,Mujer
12599944951,402650228,2021-04-23 09:52:45,2021-04-23 10:03:26,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Con respecto a la pandemia aprendí a que hay muchas formas de estudiar y comunicarme con diferentes personas y diferentes partes,Estefani ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,17,100,Felicidad,Una vez,La forma cómo los profesores enseñan,6,11 a 13 años,Técnico,Mujer
12599944632,402650228,2021-04-23 09:52:47,2021-04-23 10:03:06,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Pues me gusta la clase de ingles ya que me gusta investigar y el echo de aprender un idioma nuevo y de resolver ya que también puedo dibujar,Me encanta inglés,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,89,28,50,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,6,11 a 13 años,Bachiller,Mujer
12599944487,402650228,2021-04-23 09:54:49,2021-04-23 10:02:40,190.147.183.133,,,,,Sí,CAUCA,Santa Teresita,te dio curiosidad por aprender más,En cuarto cuando estube en artistica y hicimos una rosa de fomi,La clase mas chevere,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Entendernos y darnos soporte emocional,12,35,22,Felicidad,Con frecuencia,Liderazgo,6,11 a 13 años,No se,Hombre
12599944254,402650228,2021-04-23 09:51:05,2021-04-23 10:02:35,181.129.162.10,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,aprendí a manejar el Internet y las video llamadas aunque estábamos lejos y no nos vimos pero por medio del internet nos pudimos ver me gustaron las exposiciones virtuales ,la tecnología me comenzó a gustar,Aprendí algo nuevo,,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,51,6,47,,Rara vez,,6,11 a 13 años,Técnico,Hombre
12599944250,402650228,2021-04-23 09:51:09,2021-04-23 10:02:58,190.121.139.4,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,En la clase  de inglés nos colocan muchas dinámicas y eso  me gusta porque siento que aprendo como profe de 6-1 por eso me gusta,La mejor clase de inglés ,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,6,10,Felicidad,Con frecuencia,La forma como los profesores me evalúan,4,11 a 13 años,Universitario,Mujer
12599944213,402650228,2021-04-23 09:52:38,2021-04-23 10:06:02,204.199.86.106,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,que me gusta todas las clases todos profesores,inglés mencanta,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,11,13,16,Felicidad,Todo el tiempo,El trabajo en equipo,6,11 a 13 años,Bachiller,Mujer
12599944115,402650228,2021-04-23 09:55:29,2021-04-23 10:02:31,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,Es el profe Diego wilian que comparta el trabajo que hay que aser gracias ningún problema con los demás profesores,El día daña mentes Chan Chan chaaaan,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,60,50,Esperanza,Con frecuencia,Cómo resolver conflictos,6,11 a 13 años,No se,Hombre
12599943697,402650228,2021-04-23 10:01:38,2021-04-23 11:01:42,181.118.148.5,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,,,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,0,100,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,6,11 a 13 años,Universitario,Hombre
12599943546,402650228,2021-04-23 09:51:08,2021-04-23 10:02:44,204.199.90.207,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Artística porque me ponieron Aser dibujos de animales que me gustan Aser como los leones lo patos y los elefantes,El mejor día de mi clase de artistica,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,9,12,Felicidad,Una vez,Innovación / creatividad,6,11 a 13 años,No se,Hombre
12599943316,402650228,2021-04-23 09:51:01,2021-04-23 10:03:09,204.199.86.106,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,me dio mucha curiosidad apreder mas de matematica y sociales,el dia al macte,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,44,Felicidad,Rara vez,El trabajo en equipo,5,11 a 13 años,Bachiller,Mujer
12599942924,402650228,2021-04-23 09:51:37,2021-04-23 10:02:48,181.55.124.89,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Una vez me pusieron un trabajo en grupo y nos tocó dibujar y me gustó mucho esa clase,#Clase de aprendizaje,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,92,50,51,Felicidad,Con frecuencia,El trabajo en equipo,6,11 a 13 años,No se,Mujer
12599942722,402650228,2021-04-23 09:56:56,2021-04-23 10:01:44,181.51.182.171,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusto mucho esa clase de inglés y nos pusieron a ver videos y responder,La mejor clase de mi vida,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,56,Felicidad,No se,La forma cómo los profesores enseñan,,,,
12599942667,402650228,2021-04-23 09:56:08,2021-04-23 10:02:17,190.121.139.2,,,,,Sí,CAUCA,Santa Teresita,te enseñó algo nuevo,Que nos en sepan mucho,El libro de la vida,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,49,78,100,Esperanza,Con frecuencia,Cómo resolver conflictos,6,14 a 16 años,No se,Hombre
12599942170,402650228,2021-04-23 09:51:02,2021-04-23 10:02:42,191.156.11.35,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Boy a ablar de:A ablr ingles,El día que experimente con otro idioma,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,,0,0,Felicidad,Rara vez,La forma como los profesores me evalúan,6,8 a 10 años,Técnico,Hombre
12599942038,402650228,2021-04-23 09:53:14,2021-04-23 10:02:23,181.118.148.5,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,tuve un buen apredizaje en matematicas con  mi profesor diego fue sobre los decimales y entendi muy bien el tema fue una clase divertida y aprendi mas  ,la mejor clase de matematicas ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,48,51,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,6,8 a 10 años,No se,Mujer
12599941580,402650228,2021-04-23 09:52:44,2021-04-23 10:01:59,190.121.139.4,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,Buenos días fue el año pasado me confundía mucho sociales cuando me preguntaban por algo de esa materia no sabía que decir y para mí fue muy duro,Sociales me confunde,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,100,0,Angustia/Miedo,Rara vez,Ninguna de las anteriores,6,11 a 13 años,No se,Hombre
12599941449,402650228,2021-04-23 09:51:11,2021-04-23 10:02:09,181.55.188.138,,,,,No,CAUCA,Santa Teresita,te enseñó algo nuevo,"Bueno yo voy a hablar sobre una clase de matemáticas, una día el profesor dio una clase que a mi me encantó porque me instruyó mucho y aprendí cosas que nunca había visto","#matematicas, la mejor clase de mi vida?.",Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,6,50,Satisfacción/orgullo,Con frecuencia,Ninguna de las anteriores,6,14 a 16 años,Universitario,Mujer
12599941166,402650228,2021-04-23 09:51:10,2021-04-23 10:04:58,190.121.139.4,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gusta la clase de naturales porque aprendo sobre los sistemas del cuerpo también sobre la naturaleza y me gusta porque es mi materia favorita y además de eso nos enseña a conocer cosas que no sabíamos sobre la naturaleza.,La clase de naturales me encanta.,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,14,0,0,Felicidad,Todo el tiempo,El cuidado del medio ambiente,6,11 a 13 años,Bachiller,Mujer
12599941107,402650228,2021-04-23 09:51:13,2021-04-23 10:01:51,181.52.172.75,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,todos los  proyectos me enseñan al gonuebo,Las matematicas me gustan mucho,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,100,Satisfacción/orgullo,Todo el tiempo,Innovación / creatividad,5,8 a 10 años,Bachiller,Hombre
12599940883,402650228,2021-04-23 09:52:03,2021-04-23 10:01:43,190.144.10.14,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Pues de pequeña los profes me han enseñando sobre el cuerpo cuerpo humano y cada vez me ha dado más curiosidad saber más y cada vez aprendo es igual con las clases que se tratan sobre los planetas esas clases me encantas   y he investigado  más sobre el tema y he aprendido  mucho más    ,Las dos clases que me ha encantado ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,100,100,100,Felicidad,Todo el tiempo,Lo que hago en mi tiempo libre,6,14 a 16 años,Bachiller,Mujer
12599940480,402650228,2021-04-23 09:51:16,2021-04-23 10:01:44,201.219.246.67,,,,,Sí,BOGOTÁ,Santa Teresita,te dio curiosidad por aprender más,Me dio curiosidad por que me gusto mucho,El mejor dia que me giusto la clase,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,5,0,100,Felicidad,Rara vez,La forma cómo los profesores enseñan,6,11 a 13 años,Universitario,Mujer
